id,book_id,title,authors,original_publication_year,average_rating,ratings_count
2470,62530,"Thud! (Discworld, #34; City Watch #7)",Terry Pratchett,2006,4.29,44496
2471,28876,"His Majesty's Dragon (Temeraire, #1)",Naomi Novik,2006,4.05,48381
2472,444304,"The Field Guide (The Spiderwick Chronicles, #1)","Holly Black, Tony DiTerlizzi",2003,3.85,56913
2473,7497897,Radical: Taking Back Your Faith from the American Dream,David Platt,2010,4.18,36326
2474,1303,The 48 Laws of Power,"Robert Greene, Joost Elffers",1988,4.18,37613
2475,41667,"My Side of the Mountain (Mountain, #1)",Jean Craighead George,1959,4.03,47002
2476,3392089,"The Winter Sea (Slains, #1)","Susanna Kearsley, Rosalyn Landor",2008,4.07,39572
2477,5861926,"The Sword Thief (The 39 Clues, #3)",Peter Lerangis,2009,3.87,41021
2478,85437,Coma,Robin Cook,1977,3.86,29071
2479,46945,Requiem for a Dream,"Hubert Selby Jr., Darren Aronofsky, Richard Price",1978,4.1,37995
2480,111332,"Into the Wild (Warriors, #1)",Erin Hunter,2003,4.29,48111
2481,76401,Bury My Heart at Wounded Knee: An Indian History of the American West,Dee Brown,1970,4.21,40565
2482,128066,"The Pianist: The Extraordinary Story of One Man's Survival in Warsaw, 1939–45","Władysław Szpilman, Anthea Bell",1946,4.24,43578
2483,16033902,"Rush (Breathless, #1)",Maya Banks,2013,3.97,53937
2484,3052106,The Picture of Dorian Gray: A Graphic Novel,"Ian Edginton, Oscar Wilde, I.N.J. Culbard",2009,4.12,40650
2485,11557,Swan Song,Robert McCammon,1987,4.28,38018
2486,22522805,The Buried Giant,Kazuo Ishiguro,2015,3.42,31271
2487,68494,"Perdido Street Station (Bas-Lag, #1)",China Miéville,2000,3.96,41058
2488,4070493,"Need (Need, #1)",Carrie Jones,2008,3.71,54819
2489,2442,"Witches Abroad (Discworld, #12; Witches #3)",Terry Pratchett,1991,4.2,47875
2490,721012,The Legend of Sleepy Hollow and Other Stories,"Geoffrey Crayon, Washington Irving, William L. Hedges",1819,3.93,42952
2491,117,Heretics of Dune (Dune Chronicles #5),Frank Herbert,1984,3.83,40415
2492,772852,The Cross and the Switchblade,"David Wilkerson, John Sherrill, Elizabeth Sherrill",1963,4.2,37349
2493,346087,"Captain's Fury (Codex Alera, #4)",Jim Butcher,2007,4.38,42769
2494,9912994,"Damned (Damned, #1)",Chuck Palahniuk,2011,3.38,33787
2495,222458,Rules,Cynthia Lord,2006,3.96,42950
2496,8584686,Swamplandia!,Karen Russell,2011,3.21,38955
2497,49353,"The Last Coyote (Harry Bosch, #4; Harry Bosch Universe, #4)",Michael Connelly,1995,4.21,37717
2498,2715,Salt: A World History,Mark Kurlansky,2002,3.73,39402
2499,31173,Villette,"Charlotte Brontë, A.S. Byatt, Μαρία Λαϊνά, Ignes Sodre",1853,3.75,41793
2500,10552338,Reamde,Neal Stephenson,2011,3.96,34839
2501,34502,"Soul Music (Discworld, #16; Death, #3)",Terry Pratchett,1994,4.02,43626
2502,14740588,"Notorious Nineteen (Stephanie Plum, #19)",Janet Evanovich,2012,3.9,42656
2503,6117055,The Greatest Show on Earth: The Evidence for Evolution,Richard Dawkins,2009,4.16,34088
2504,392297,"Sin City, Vol. 1: The Hard Goodbye (Sin City, #1)",Frank Miller,1992,4.16,40866
2505,356896,The Greatest Salesman in the World,Og Mandino,1968,4.19,35971
2506,3758,"Casino Royale (James Bond, #1)",Ian Fleming,1953,3.73,39150
2507,83144,"The Bronze Horseman (The Bronze Horseman, #1)",Paullina Simons,2001,4.34,37369
2508,11346,Sula,Toni Morrison,1973,3.86,37196
2509,17999892,"The Atlantis Gene (The Origin Mystery, #1)",A.G. Riddle,2013,3.69,20626
2510,7148256,"The Red Queen (The Plantagenet and Tudor Novels, #3)",Philippa Gregory,2010,3.74,42128
2511,6642402,"Something About You (FBI/US Attorney, #1)",Julie James,2010,3.94,47720
2512,105552,Mr. Brown Can Moo! Can You?,Dr. Seuss,1970,4.11,41437
2513,10607,"Black House (The Talisman, #2)","Stephen King, Peter Straub",2001,3.99,40734
2514,15719,Marvel 1602,"Neil Gaiman, Andy Kubert, Richard Isanove, Peter Sanderson",2003,3.93,43541
2515,26722,"Act of Treason (Mitch Rapp, #9)",Vince Flynn,2006,4.28,34242
2516,13330761,The Dog Stars,Peter Heller,2012,3.9,33465
2517,19494,The Spy Who Came In from the Cold,John le Carré,1963,4.05,37557
2518,133664,"Academ's Fury (Codex Alera, #2)",Jim Butcher,2005,4.27,43941
2519,13162,"When the Wind Blows (When the Wind Blows, #1)",James Patterson,1998,3.92,39948
2520,6443834,"1Q84 BOOK 1 (1Q84, #1)","Haruki Murakami, 村上 春樹",2009,3.96,32323
2521,4004,The Pilgrimage,"Paulo Coelho, Alan R. Clarke",1987,3.64,28283
2522,383028,"The Hard Way (Jack Reacher, #10)",Lee Child,2006,4.14,36240
2523,231821,The Incredible Journey,Sheila Burnford,1960,4.16,42094
2524,13529,March,Geraldine Brooks,2004,3.73,43737
2525,13359067,"A Wanted Man (Jack Reacher, #17)","Lee Child, Dick Hill",2012,4,33264
2526,22369,"All-Star Superman, Vol. 1","Grant Morrison, Frank Quitely",2007,4.06,35061
2527,12177850,"A Song of Ice and Fire (A Song of Ice and Fire, #1-5)",George R.R. Martin,2000,4.63,20567
2528,16158558,"Dark Witch (The Cousins O'Dwyer Trilogy, #1)",Nora Roberts,2013,3.91,33481
2529,7198988,"Dark Flame (The Immortals, #4)",Alyson Noel,2010,3.73,51250
2530,25734248,The Widow,Fiona Barton,2016,3.49,36504
2531,6255144,"The Black Circle (The 39 Clues, #5)",Patrick Carman,2009,4,42084
2532,15820748,"The Prince (The Selection, #0.5)",Kiera Cass,2013,3.93,51454
2533,16069030,"The Winner's Curse (The Winner's Trilogy, #1)",Marie Rutkoski,2014,4.03,56635
2534,71332,Push,Sapphire,1996,3.82,36207
2535,17465515,The Story of a New Name (The Neapolitan Novels #2),"Elena Ferrante, Ann Goldstein",2012,4.37,33395
2536,70539,"2010: Odyssey Two (Space Odyssey, #2)",Arthur C. Clarke,1982,3.89,36907
2537,6406018,"Soul Eater, Vol. 01 (Soul Eater, #1)",Atsushi Ohkubo,2004,4.3,34289
2538,15803059,Ordinary Grace,William Kent Krueger,2013,4.14,34720
2539,14839,Last Man Standing,David Baldacci,2001,4.03,36265
2540,118944,American Born Chinese,Gene Luen Yang,2006,3.88,47824
2541,1335184,Peter Pan (A Little Golden Book),"Eugene Bradley Coco, Ron Dias, Walt Disney Company",1960,4.32,38907
2542,15990969,"Ten Tiny Breaths (Ten Tiny Breaths, #1)",K.A. Tucker,2012,4.16,54718
2543,7141642,The Thousand Autumns of Jacob de Zoet,David Mitchell,2010,4.03,36021
2544,18525,Dr. Faustus,Christopher Marlowe,1604,3.79,39518
2545,84145,Dance with the Devil (Dark-Hunter #3),Sherrilyn Kenyon,2003,4.39,51282
2546,6614,Lipstick Jungle,Candace Bushnell,2005,3.39,35792
2547,79379,"Violets Are Blue (Alex Cross, #7)",James Patterson,2001,3.94,41555
2548,180116,"Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial Destiny!","Anthony Robbins, Tony Robbins, Frederick L. Covan",1992,4.1,33586
2549,30246,"Blue Moon (Anita Blake, Vampire Hunter, #8)",Laurell K. Hamilton,1998,4.04,52170
2550,30242,"Burnt Offerings (Anita Blake, Vampire Hunter, #7)",Laurell K. Hamilton,1998,4.07,53980
2551,19286669,"The Silent Sister (Riley MacPherson, #1)",Diane Chamberlain,2014,3.93,31741
2552,9597,Player Piano,Kurt Vonnegut Jr.,1952,3.85,34362
2553,10155,"The Lost World (Professor Challenger, #1)",Arthur Conan Doyle,1912,3.92,39169
2554,34511,"Monstrous Regiment (Discworld, #31; Industrial Revolution, #3)",Terry Pratchett,2003,4.18,38851
2555,60931,Kindred,Octavia E. Butler,1979,4.18,43332
2556,8282,"The Long Winter (Little House, #6)","Laura Ingalls Wilder, Garth Williams",1940,4.16,54443
2557,525488,"Boundaries: When to Say Yes, How to Say No to Take Control of Your Life","Henry Cloud, John Townsend",1992,4.19,19619
2558,17378508,"Blue Lily, Lily Blue (The Raven Cycle, #3)",Maggie Stiefvater,2014,4.32,56637
2559,43945,Portnoy's Complaint,"Philip Roth, Luca Marinelli",1969,3.69,35855
2560,815716,The 21 Irrefutable Laws of Leadership: Follow Them and People Will Follow You,"John C. Maxwell, Zig Ziglar",1998,4.12,30255
2561,51019,Cat's Eye,Margaret Atwood,1988,3.92,42317
2562,15783307,"The Perfect Game (The Perfect Game, #1)",J. Sterling,2012,3.97,50442
2563,7540092,"Monsters of Men (Chaos Walking, #3)",Patrick Ness,2010,4.25,43024
2564,8647,"Shadow of the Giant (Ender's Shadow, #4)",Orson Scott Card,2005,3.98,37479
2565,10128428,Wonderstruck,Brian Selznick,2011,4.16,42530
2566,748862,Simple Abundance:  A Daybook of Comfort and Joy,Sarah Ban Breathnach,1995,3.96,32751
2567,9917938,"Blood Red Road (Dust Lands, #1)",Moira Young,2011,3.94,47690
2568,13131,"The 6th Target (Women's Murder Club, #6)","James Patterson, Maxine Paetro",2007,4.02,41500
2569,40395,"A Princess of Mars (Barsoom, #1)","Edgar Rice Burroughs, John Seelye",1912,3.8,34536
2570,17262203,"MaddAddam (MaddAddam, #3)",Margaret Atwood,2013,3.98,33861
2571,77770,"These Happy Golden Years (Little House, #8)","Laura Ingalls Wilder, Garth Williams",1943,4.17,51432
2572,19596,Color: A Natural History of the Palette,Victoria Finlay,2003,3.74,42256
2573,5357,Skipping Christmas,John Grisham,2001,3.47,39486
2574,24244,"The Black Ice (Harry Bosch, #2; Harry Bosch Universe, #2)",Michael Connelly,1993,4.05,36748
2575,12022079,Home Front,Kristin Hannah,2012,4.12,36972
2576,16117506,"Beautiful Stranger (Beautiful Bastard, #2)",Christina Lauren,2013,4.24,55764
2577,127459,"The Sweet Far Thing (Gemma Doyle, #3)",Libba Bray,2007,3.97,54602
2578,5197,A Lesson Before Dying,Ernest J. Gaines,1993,3.93,40651
2579,178357,SantaLand Diaries,David Sedaris,1998,4.33,38297
2580,24820165,See Me,Nicholas Sparks,2015,3.93,31774
2581,7415016,"Mini Shopaholic (Shopaholic, #6)",Sophie Kinsella,2010,3.7,40137
2582,857448,Harry the Dirty Dog,"Gene Zion, Margaret Bloy Graham",1956,4.17,44319
2583,18144115,All Fall Down,Jennifer Weiner,2014,3.61,31249
2584,393199,Down and Out in Paris and London,George Orwell,1933,4.1,34739
2585,6081685,"Maid-sama! Vol. 01 (Maid-sama!, #1)",Hiro Fujiwara,2006,4.4,36028
2586,381102,Griffin and Sabine (Griffin & Sabine #1),Nick Bantock,1991,4.01,36496
2587,14061957,"Ruin and Rising (Shadow and Bone, #3)",Leigh Bardugo,2014,4.17,56836
2588,3503947,يوتوبيا,أحمد خالد توفيق,2008,3.9,31669
2589,421549,Certain Girls (Cannie Shapiro #2),Jennifer Weiner,2000,3.7,39334
2590,13152194,Tiny Beautiful Things: Advice on Love and Life from Dear Sugar,Cheryl Strayed,2012,4.29,33979
2591,743599,"Beyond the Highland Mist (Highlander, #1)",Karen Marie Moning,1999,3.99,51854
2592,15654,The Stranger Beside Me: Ted Bundy The Shocking Inside Story,Ann Rule,1980,4.13,35824
2593,3054684,"Stargazer (Evernight, #2)",Claudia Gray,2009,3.8,49050
2594,7668,Rising Sun,Michael Crichton,1992,3.61,38179
2595,136167,The Other Side of Midnight (Midnight #1),Sidney Sheldon,1973,3.89,34570
2596,7936809,"The Reversal (Harry Bosch, #16; Mickey Haller, #4; Harry Bosch Universe, #19)",Michael Connelly,2010,4.13,34973
2597,10065,Wayside School Is Falling Down (Wayside School #2),"Louis Sachar, Joel Schick",1989,4.17,45631
2598,7274337,The Invisible Bridge,"Julie Orringer, Arthur Morey",2010,4.19,35122
2599,15861491,"The Fall of Five (Lorien Legacies, #4)",Pittacus Lore,2013,4.24,41533
2600,56759,The Mayor of Casterbridge,"Thomas Hardy, Keith Wilson",1886,3.8,40063
2601,8732,The Red Pony,John Steinbeck,1933,3.42,37535
2602,498389,"The Devil's Star (Harry Hole, #5)",Jo Nesbø,2003,4.03,32907
2603,5159,Here on Earth,Alice Hoffman,1997,3.68,38954
2604,119091,"Taltos (Lives of the Mayfair Witches, #3)","Anne Rice, Tim Curry",1994,3.78,40915
2605,190361,"Obsidian Butterfly (Anita Blake, Vampire Hunter, #9)",Laurell K. Hamilton,2000,4.08,51571
2606,9268487,"The Daylight War (Demon Cycle, #3)",Peter V. Brett,2013,4.23,34419
2607,1248179,The Appeal,John Grisham,2008,3.58,39100
2608,13830,"The Woman Who Rides Like a Man (Song of the Lioness, #3)",Tamora Pierce,1986,4.2,53413
2609,8680417,"Midnight Riot (Peter Grant, #1)",Ben Aaronovitch,2011,3.92,21519
2610,9303,Lucy Sullivan Is Getting Married,Marian Keyes,1996,3.74,38473
2611,34501,"A Hat Full of Sky (Discworld, #32; Tiffany Aching, #2)",Terry Pratchett,2004,4.29,43460
2612,50365,"A Suitable Boy (A Suitable Boy, #1)",Vikram Seth,1993,4.1,33973
2613,22738563,We Should All Be Feminists,Chimamanda Ngozi Adichie,2014,4.47,46048
2614,8087906,"River Marked (Mercy Thompson, #6)",Patricia Briggs,2011,4.26,52220
2615,4135,I Like You: Hospitality Under the Influence,Amy Sedaris,2006,3.87,34212
2616,22320,"Pattern Recognition (Blue Ant, #1)",William Gibson,2003,3.86,34917
2617,21936809,The Kind Worth Killing,Peter  Swanson,2015,4.03,35225
2618,11525,"1,000 Places to See Before You Die",Patricia Schultz,2003,3.83,33025
2619,355916,"Physik (Septimus Heap, #3)","Angie Sage, Mark Zug",2007,3.99,42838
2620,6667,Boy: Tales of Childhood,"Roald Dahl, Quentin Blake",1984,4.09,38240
2621,10890,Traveling Mercies: Some Thoughts on Faith,Anne Lamott,1999,4.15,36466
2622,184657,"Memorial Day (Mitch Rapp, #7)",Vince Flynn,2004,4.3,31864
2623,13836,"Wild Magic (Immortals, #1)",Tamora Pierce,1992,4.32,52165
2624,30013,Prelude to Foundation,Isaac Asimov,1988,4.05,40342
2625,56728,"You Are Special (Wemmicksville, #1)",Max Lucado,1997,4.45,41052
2626,18798983,"The Wrath and the Dawn (The Wrath and the Dawn, #1)",Renee Ahdieh,2015,4.19,58175
2627,6260997,Half the Sky: Turning Oppression into Opportunity for Women Worldwide,"Nicholas D. Kristof, Sheryl WuDunn",2008,4.31,37270
2628,10798418,Why We Broke Up,"Daniel Handler, Maira Kalman",2011,3.49,41202
2629,18243700,"The Assassin's Blade (Throne of Glass, #0.1-0.5)",Sarah J. Maas,2014,4.48,53227
2630,2807199,American Wife,Curtis Sittenfeld,2008,3.72,38537
2631,29394,"Cursor's Fury (Codex Alera, #3)",Jim Butcher,2006,4.36,41344
2632,334176,"The Sparrow (The Sparrow, #1)",Mary Doria Russell,1996,4.17,40781
2633,10910,Mercy,Jodi Picoult,1996,3.57,37252
2634,20727654,"The Paper Magician (The Paper Magician Trilogy, #1)",Charlie N. Holmberg,2014,3.63,25934
2635,6023056,"Act Like a Lady, Think Like a Man: What Men Really Think About Love, Relationships, Intimacy, and Commitment",Steve Harvey,2009,3.82,29059
2636,10335318,"Destiny of the Republic: A Tale of Madness, Medicine and the Murder of a President",Candice Millard,2011,4.19,34460
2637,89724,We Have Always Lived in the Castle,"Shirley Jackson, Jonathan Lethem",1962,4.05,43602
2638,56405,Love and Respect: The Love She Most Desires; The Respect He Desperately Needs,Emerson Eggerichs,2004,4.17,32858
2639,2761626,"The Brass Verdict (Harry Bosch, #14; Mickey Haller, #2; Harry Bosch Universe, #17)",Michael Connelly,2008,4.08,36497
2640,216442,Dark Force Rising,Timothy Zahn,1992,4.14,37197
2641,17262159,"Never Go Back (Jack Reacher, #18)",Lee Child,2013,4.02,27578
2642,183656,The Two Princesses of Bamarre,Gail Carson Levine,2001,4.02,55218
2643,228630,Black Boy,"Richard Wright, Jerry W. Ward Jr.",1945,4.02,36840
2644,5167,Cane River,Lalita Tademy,2001,4.04,38013
2645,43884,"Phantom (Sword of Truth, #10)",Terry Goodkind,2006,3.99,35131
2646,29582,Foundation and Earth (Foundation #5),Isaac Asimov,1986,4.02,39003
2647,10058,Flags of Our Fathers,"James D. Bradley, Ron Powers",2000,4.18,37561
2648,99111,"The World of Winnie-the-Pooh (Winnie-the-Pooh, #1-2)","A.A. Milne, Ernest H. Shepard",1926,4.43,32504
2649,112803,The Story of My Experiments With Truth,Mahatma Gandhi,1940,4.07,28177
2650,2265,It's Not About the Bike: My Journey Back to Life,"Lance Armstrong, Sally Jenkins",1999,3.72,31963
2651,45546,Undaunted Courage: The Pioneering First Mission to Explore America's Wild Frontier,Stephen E. Ambrose,1996,4.22,32875
2652,18803640,H is for Hawk,Helen Macdonald,2015,3.74,30841
2653,21423525,Us,David Nicholls,2014,3.66,28856
2654,66695,"Sojourn (Forgotten Realms: The Dark Elf Trilogy, #3; Legend of Drizzt, #3)",R.A. Salvatore,1990,4.23,38242
2655,6393082,"Ender's Game, Volume 1: Battle School (Ender's Saga)","Christopher Yost, Orson Scott Card, Pasqual Ferry, Frank D'Armata",2009,4.37,32247
2656,6218007,"Kimi ni Todoke: From Me to You, Vol. 1","Karuho Shiina, Tomo Kimura",2006,4.23,37369
2657,182425,False Memory,Dean Koontz,1999,3.87,36882
2658,34510,"Moving Pictures (Discworld, #10; Industrial Revolution, #1)",Terry Pratchett,1990,3.91,42892
2659,12513614,"Captive in the Dark (The Dark Duet, #1)",C.J. Roberts,2011,4.01,55542
2660,81959,As a Man Thinketh,James Allen,1902,4.29,29122
2661,2082136,Bonk: The Curious Coupling of Science and Sex,Mary Roach,2008,3.83,38157
2662,544257,"Midnight Alley (The Morganville Vampires, #3)",Rachel Caine,2007,4.11,49083
2663,23278537,The Little Paris Bookshop,"Nina George, Simon Pare",2013,3.51,34383
2664,13562049,Sweet Tooth,Ian McEwan,2012,3.4,32637
2665,17333880,"Twisted Perfection (Rosemary Beach, #5; Perfection, #1)",Abbi Glines,2013,4.26,57408
2666,19675,"Executive Orders (Jack Ryan Universe, #9)",Tom Clancy,1996,4.04,35513
2667,8592946,One Thousand Gifts: A Dare to Live Fully Right Where You Are,Ann Voskamp,2011,4.03,33960
2668,156427,Psycho,Robert Bloch,1959,4.09,36153
2669,45100,"Ship of Magic (Liveship Traders, #1)",Robin Hobb,1998,4.12,37381
2670,148337,Where Eagles Dare ,"Alistair MacLean, Clint Willis",1967,4.12,35233
2671,41977,Circle of Friends,Maeve Binchy,1990,4,43936
2672,23513349,Milk and Honey,Rupi Kaur,2014,4.27,73104
2673,5720,"Rainbow Six (Jack Ryan Universe, #10)",Tom Clancy,1998,4.07,35278
2674,16788,Fragile Things: Short Fictions and Wonders,Neil Gaiman,2006,4.02,38942
2675,8196732,Sister,Rosamund Lupton,2010,3.77,35893
2676,20518872,"The Three-Body Problem (Remembrance of Earth’s Past, #1)","Liu Cixin, Ken Liu",2007,4,33409
2677,48002,"Thief of Time (Discworld, #26; Death, #5)",Terry Pratchett,2001,4.25,42002
2678,154798,Superman: Red Son,"Mark Millar, Kilian Plunkett, Andrew Robinson, Walden Wong, Dave Johnson",2003,4.17,35438
2679,227593,Three Junes,Julia Glass,2002,3.56,35677
2680,52309,The Autobiography of Benjamin Franklin,"Benjamin Franklin, Lewis Leary",1791,3.83,33061
2681,1858013,The Reason for God: Belief in an Age of Skepticism,Timothy J. Keller,2007,4.2,31692
2682,12891107,"King of Thorns (The Broken Empire, #2)",Mark  Lawrence,2012,4.2,33941
2683,12160906,"The Sins of the Father (The Clifton Chronicles, #2)",Jeffrey Archer,2012,4.01,27456
2684,187811,"Shadowland (The Mediator, #1)",Meg Cabot,2000,4.04,51580
2685,3047849,"Killer (Pretty Little Liars, #6)",Sara Shepard,2009,4.07,39702
2686,4898,Blue Ocean Strategy: How To Create Uncontested Market Space And Make The Competition Irrelevant,"W. Chan Kim, Renée Mauborgne",2004,3.86,30665
2687,6431790,"Fang (Maximum Ride, #6)",James Patterson,2010,4.07,48964
2688,8546358,The Peach Keeper,Sarah Addison Allen,2011,3.84,45468
2689,815234,The Napping House,"Audrey Wood, Don    Wood",1984,4.27,37773
2690,27239265,"The Short Drop (Gibson Vaughn, #1)",Matthew FitzSimmons,2015,4.15,32641
2691,33453,"You Suck (A Love Story, #2)",Christopher Moore,2007,3.82,38818
2692,18104607,"Beautiful Oblivion (The Maddox Brothers, #1)",Jamie McGuire,2014,4.13,54391
2693,77711,"A Fire Upon the Deep (Zones of Thought, #1)",Vernor Vinge,1992,4.13,37986
2694,6709,"Practicing the Power of Now: Essential Teachings, Meditations, and Exercises from the Power of Now",Eckhart Tolle,1999,4.25,29256
2695,19469,"The Face on the Milk Carton (Janie Johnson, #1)",Caroline B. Cooney,1990,3.72,43334
2696,413158,Put Me in the Zoo,Robert Lopshire,1960,4.13,38809
2697,6448470,"Firelight (Firelight, #1)",Sophie Jordan,2010,3.88,51815
2698,9809,Invisible Cities,"Italo Calvino, William Weaver",1972,4.19,32253
2699,11096647,"Flat-Out Love (Flat-Out Love, #1)",Jessica Park,2011,4.01,47644
2700,17905709,The Narrow Road to the Deep North,Richard Flanagan,2013,4,25197
2701,26582,"The Claiming of Sleeping Beauty (Sleeping Beauty, #1)","A.N. Roquelaure, Anne Rice",1983,3.28,38387
2702,6114607,"The Midwife: A Memoir of Birth, Joy, and Hard Times",Jennifer Worth,2002,4.17,19176
2703,10882,Hell's Angels: A Strange and Terrible Saga,Hunter S. Thompson,1966,4,27819
2704,9758764,Then Came You,Jennifer Weiner,2010,3.69,36469
2705,395922,"The Awakening (The Vampire Diaries, #1)",L.J. Smith,1991,3.41,44222
2706,73070,"It Had to Be You (Chicago Stars, #1)",Susan Elizabeth Phillips,1994,4.04,45961
2707,13707738,Boomerang: Travels in the New Third World,Michael   Lewis,2011,3.87,15616
2708,7227174,Fly Away Home,Jennifer Weiner,2010,3.66,37026
2709,14662,The Red and the Black,"Stendhal, Roger Gard",1830,3.87,33346
2710,16183,"The Virgin's Lover (The Plantagenet and Tudor Novels, #13)",Philippa Gregory,2004,3.69,40065
2711,332775,"Incarceron (Incarceron, #1)",Catherine Fisher,2007,3.64,43524
2712,10800916,"Awake at Dawn (Shadow Falls, #2)",C.C. Hunter,2011,4.29,46269
2713,452157,The Road to the Dark Tower: Exploring Stephen King's Magnum Opus,Bev Vincent,2004,4.29,32163
2714,9462795,"Starcrossed (Starcrossed, #1)",Josephine Angelini,2011,4.08,49448
2715,7739934,"Night Star (The Immortals, #5)",Alyson Noel,2010,3.82,43998
2716,67238,Dead Poets Society,N.H. Kleinbaum,1988,4.21,33645
2717,23745132,Wreckage,Emily Bleeker,2015,3.66,25533
2718,63720,"The Fifth Elephant (Discworld, #24; City Watch, #5)",Terry Pratchett,1999,4.24,40138
2719,1524173,"The Sorcerer in the North (Ranger's Apprentice, #5)",John Flanagan,2006,4.25,39795
2720,639864,Autobiography of a Yogi,Paramahansa Yogananda,1946,4.22,26713
2721,9595650,"Hexed (The Iron Druid Chronicles, #2)",Kevin Hearne,2011,4.22,39926
2722,1325218,"Scary Stories to Tell in the Dark (Scary Stories, #1)","Alvin Schwartz, Stephen Gammell",1981,4.05,38879
2723,26109394,Fool Me Once,Harlan Coben,2016,3.9,30788
2724,27323,Hiroshima,John Hersey,1946,3.94,41338
2725,6316171,Hate List,Jennifer Brown,2009,4.03,39677
2726,15283043,The Distance Between Us,Kasie West,2013,3.95,44366
2727,3873,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",Karen Armstrong,1975,3.85,32506
2728,16131032,"Abaddon's Gate (The Expanse, #3)",James S.A. Corey,2013,4.18,27860
2729,5932,Twenty Love Poems and a Song of Despair,"Pablo Neruda, W.S. Merwin, Cristina García",1924,4.33,31606
2730,382549,"The Cardinal of the Kremlin (Jack Ryan Universe, #5)",Tom Clancy,1988,4.01,37672
2731,1062516,"No, David!",David Shannon,1998,4.11,36963
2732,18414,Utopia,"Thomas More, Paul Turner",1516,3.5,36680
2733,1099301,"The Name of This Book Is Secret (Secret, #1)","Pseudonymous Bosch, Gilbert Ford",2007,4.04,39440
2734,18053060,"Dorothy Must Die (Dorothy Must Die, #1)",Danielle  Paige,2014,3.84,44785
2735,16429,The Husband,Dean Koontz,2006,3.8,36233
2736,7048800,The Particular Sadness of Lemon Cake,Aimee Bender,2010,3.19,42885
2737,6588,"The Big Bad Wolf  (Alex Cross, #9)",James Patterson,2003,3.97,37060
2738,533465,Balzac and the Little Chinese Seamstress,"Dai Sijie, Ina Rilke",2000,3.63,39927
2739,18813642,Bad Feminist,Roxane Gay,2014,3.91,41012
2740,226709,"Petals on the Wind (Dollanganger, #2)",V.C. Andrews,1980,3.82,40354
2741,6690,Danny the Champion of the World,"Roald Dahl, Quentin Blake",1975,4.07,39802
2742,9160695,Battle Hymn of the Tiger Mother,Amy Chua,2011,3.61,34710
2743,19351043,Nimona,Noelle Stevenson,2015,4.2,44825
2744,1192,Everyday Italian: 125 Simple and Delicious Recipes,Giada De Laurentiis,2005,3.97,32751
2745,6537,"From Potter's Field (Kay Scarpetta, #6)",Patricia Cornwell,1995,4.02,41377
2746,84736,"Mary, Mary (Alex Cross, #11)",James Patterson,2005,3.93,36926
2747,15055,Oranges Are Not the Only Fruit,Jeanette Winterson,1985,3.75,35082
2748,16139641,"Grounded (Up in the Air, #3)",R.K. Lilley,2013,4.29,53089
2749,19427193,I Too Had a Love Story,Ravinder Singh,2007,3.64,24307
2750,25051,"Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle, #1)","Betty MacDonald, Alexandra Boiger",1947,4.16,44068
2751,58962,"Trunk Music (Harry Bosch, #5; Harry Bosch Universe, #6)",Michael Connelly,1997,4.15,34702
2752,18505796,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",Dan   Harris,2014,3.93,33969
2753,120230,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,"Ina Garten, Quentin Bacon",2006,4.16,32611
2754,32504,"Blood Work (Harry Bosch Universe, #8; Terry McCaleb #1)",Michael Connelly,1998,4.11,34296
2755,41821,The Gods Themselves,Isaac Asimov,1972,4.08,35247
2756,6393047,"The Viper's Nest (39 Clues, #7)",Peter Lerangis,2010,3.97,37663
2757,7742,"Ahab's Wife, or The Star-Gazer",Sena Jeter Naslund,1999,4.02,34603
2758,13570,"Tsubasa: RESERVoir CHRoNiCLE, Vol. 01","CLAMP, Anthony Gerard",2004,4.12,34661
2759,8962,"A Living Nightmare (Cirque Du Freak, #1)",Darren Shan,2000,4.07,38753
2760,297627,"The League of Extraordinary Gentlemen, Vol. 1","Alan Moore, Kevin O'Neill",2000,3.93,40404
2761,169756,Feed,M.T. Anderson,2002,3.54,42426
2762,3819326,"Angels' Blood (Guild Hunter, #1)",Nalini Singh,2009,4.12,53738
2763,752900,Medea,"Euripides, Rex Warner",-431,3.83,40237
2764,6342491,"The Demon King (Seven Realms, #1)",Cinda Williams Chima,2009,4.2,46756
2765,821056,Hinds' Feet on High Places,Hannah Hurnard,1955,4.3,33398
2766,38333,Black Hole,Charles Burns,1995,3.83,33070
2767,19358975,"Saga, Vol. 3 (Saga, #3)","Brian K. Vaughan, Fiona Staples",2014,4.56,47549
2768,20263040,"Personal (Jack Reacher, #19)",Lee Child,2014,3.9,19107
2769,15994634,Z: A Novel of Zelda Fitzgerald,Therese Anne Fowler,2013,3.82,27563
2770,4979,A Man Without a Country,Kurt Vonnegut Jr.,2005,4.07,29859
2771,17667452,When I Found You,Catherine Ryan Hyde,2009,3.92,16032
2772,25893693,Lilac Girls,Martha Hall Kelly,2016,4.31,42421
